-3.625909999999999966e-01 -5.263189999999999813e-01 -4.107899999999999885e-01 -4.663829999999999920e-01 -4.967929999999999846e-01 -3.352160000000000140e-01 0.000000000000000000e+00 8.352161722192286142e-02 7.171610000000000484e-01 0.000000000000000000e+00 nan nan 4.999999999999998890e-01 4.049681069539999914e-03 1.198924395069999975e-02 2.871891184669999892e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-3.625959999999999739e-01 -5.865409999999999791e-01 -7.083660000000000512e-01 -3.867670000000000274e-01 -4.199629999999999752e-01 -3.352129999999999832e-01 0.000000000000000000e+00 7.829511975985004035e-02 5.198300000000000143e-01 0.000000000000000000e+00 nan nan 5.312882917974737218e-01 4.694296222329999609e-03 1.417789472449999984e-02 3.421788900759999835e-03 2.692359999999999864e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-3.625909999999999966e-01 -5.114859999999999962e-01 -4.191199999999999926e-01 -5.708189999999999653e-01 -6.105890000000000484e-01 -3.352149999999999852e-01 0.000000000000000000e+00 7.309584185601269990e-02 8.487149999999999972e-01 0.000000000000000000e+00 nan nan 5.624136344139989419e-01 4.694296222329999609e-03 1.417789472449999984e-02 3.421788900759999835e-03 2.692359999999999864e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-3.625999999999999779e-01 -6.406129999999999880e-01 -7.298559999999999492e-01 -4.668359999999999732e-01 -5.213649999999999674e-01 -3.352160000000000140e-01 0.000000000000000000e+00 6.795069466017544801e-02 5.198300000000000143e-01 0.000000000000000000e+00 nan nan 5.932149249479587994e-01 5.281335858989999639e-03 1.338531381889999927e-02 3.749753396850000111e-03 4.376089999999999591e+00 7.722570000000000157e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-3.625809999999999866e-01 -4.255309999999999926e-01 -3.303249999999999797e-01 -4.322259999999999991e-01 -4.110210000000000252e-01 -3.352169999999999872e-01 0.000000000000000000e+00 6.288597599955147999e-02 9.802680000000000282e-01 0.000000000000000000e+00 nan nan 6.235347321373161389e-01 5.281335858989999639e-03 1.338531381889999927e-02 3.749753396850000111e-03 4.376089999999999591e+00 7.722570000000000157e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-3.625940000000000274e-01 -5.606079999999999952e-01 -5.075779999999999736e-01 -4.833250000000000046e-01 -4.044429999999999970e-01 -3.352149999999999852e-01 0.000000000000000000e+00 5.792707241391226169e-02 1.243379999999999930e+00 0.000000000000000000e+00 nan nan 6.532210801187194882e-01 5.538827969779999867e-03 1.209818858089999928e-02 4.255004776579999690e-03 4.784909999999999997e+00 1.229870000000000019e+01 1.307240000000000002e+01 -1.000000000000000000e+00
-3.626010000000000066e-01 -6.560470000000000468e-01 -1.088449999999999918e+00 -5.047700000000000520e-01 -5.455590000000000162e-01 -3.352189999999999892e-01 0.000000000000000000e+00 5.309817151594853346e-02 1.177599999999999980e+00 0.000000000000000000e+00 nan nan 6.821291703747607293e-01 5.538827969779999867e-03 1.209818858089999928e-02 4.255004776579999690e-03 4.784909999999999997e+00 1.229870000000000019e+01 1.307240000000000002e+01 -1.000000000000000000e+00
-3.625880000000000214e-01 -4.926639999999999908e-01 -4.607709999999999861e-01 -4.422470000000000012e-01 -3.791410000000000058e-01 -3.352180000000000160e-01 0.000000000000000000e+00 4.842198793595287043e-02 9.802680000000000282e-01 0.000000000000000000e+00 nan nan 7.101230223590362378e-01 6.683026350150000038e-03 1.180974501469999986e-02 5.410349142990000110e-03 9.203989999999999227e+00 1.327260000000000062e+01 1.506479999999999997e+01 1.511239999999999917e+01
-3.625929999999999986e-01 -5.614970000000000239e-01 -5.559560000000000057e-01 -6.842129999999999601e-01 -4.858279999999999821e-01 -3.352149999999999852e-01 0.000000000000000000e+00 4.391950595598281826e-02 4.540529999999999844e-01 0.000000000000000000e+00 nan nan 7.370770142100722122e-01 6.683026350150000038e-03 1.180974501469999986e-02 5.410349142990000110e-03 9.203989999999999227e+00 1.327260000000000062e+01 1.506479999999999997e+01 1.511239999999999917e+01
-3.625860000000000194e-01 -4.773850000000000038e-01 -5.461979999999999613e-01 -3.281459999999999932e-01 -3.146889999999999965e-01 -3.352140000000000120e-01 0.000000000000000000e+00 3.960974174955966820e-02 7.171610000000000484e-01 0.000000000000000000e+00 nan nan 7.628773060972121600e-01 7.557709011430000304e-03 1.307917900149999958e-02 6.134590621460000309e-03 6.581730000000000302e+00 1.441179999999999950e+01 1.519539999999999935e+01 1.457709999999999972e+01
-3.625959999999999739e-01 -5.864570000000000061e-01 -6.476199999999999735e-01 -4.414020000000000166e-01 -4.880680000000000018e-01 -3.352140000000000120e-01 0.000000000000000000e+00 3.550952792082451293e-02 1.309150000000000036e+00 0.000000000000000000e+00 nan nan 7.874231300713849802e-01 7.557709011430000304e-03 1.307917900149999958e-02 6.134590621460000309e-03 6.581730000000000302e+00 1.441179999999999950e+01 1.519539999999999935e+01 1.457709999999999972e+01
-3.625889999999999946e-01 -5.156190000000000495e-01 -4.958830000000000182e-01 -3.769239999999999813e-01 -4.354250000000000065e-01 -3.352120000000000100e-01 0.000000000000000000e+00 3.163332278440722511e-02 7.829380000000000228e-01 0.000000000000000000e+00 nan nan 8.106279318062339367e-01 7.676971772469999740e-03 1.419109528569999917e-02 5.538595693030000031e-03 1.112030000000000030e+01 1.578509999999999991e+01 1.585440000000000005e+01 1.552299999999999969e+01
-3.625869999999999926e-01 -4.767640000000000211e-01 -4.369990000000000263e-01 -5.086910000000000043e-01 -5.166530000000000289e-01 -3.352089999999999792e-01 0.000000000000000000e+00 2.799304654694401151e-02 9.802680000000000282e-01 0.000000000000000000e+00 nan nan 8.324203512932187854e-01 7.676971772469999740e-03 1.419109528569999917e-02 5.538595693030000031e-03 1.112030000000000030e+01 1.578509999999999991e+01 1.585440000000000005e+01 1.552299999999999969e+01
-3.625999999999999779e-01 -6.398960000000000203e-01 -8.474450000000000038e-01 -5.085140000000000216e-01 -5.148509999999999476e-01 -3.352109999999999812e-01 0.000000000000000000e+00 2.459794624637423599e-02 7.171610000000000484e-01 0.000000000000000000e+00 nan nan 8.527450313790269076e-01 7.480916885830000279e-03 1.607549720089999912e-02 5.463976613240000176e-03 1.030910000000000082e+01 2.034540000000000148e+01 1.960490000000000066e+01 1.785160000000000124e+01
-3.625800000000000134e-01 -4.157879999999999909e-01 -3.031570000000000098e-01 -4.111060000000000270e-01 -4.589360000000000106e-01 -3.352020000000000000e-01 0.000000000000000000e+00 2.145449097930429705e-02 3.225000000000000089e-01 0.000000000000000000e+00 nan nan 8.715632449842402041e-01 7.480916885830000279e-03 1.607549720089999912e-02 5.463976613240000176e-03 1.030910000000000082e+01 2.034540000000000148e+01 1.960490000000000066e+01 1.785160000000000124e+01
-3.625650000000000261e-01 -3.593279999999999808e-01 -3.367169999999999885e-01 -2.173400000000000054e-01 -1.647409999999999985e-01 -3.352010000000000267e-01 0.000000000000000000e+00 1.856629860355885064e-02 7.829380000000000228e-01 0.000000000000000000e+00 nan nan 8.888533338966189135e-01 7.561849136870000404e-03 1.527614689279999972e-02 5.848795030750000151e-03 1.627110000000000056e+01 2.231139999999999901e+01 2.089450000000000074e+01 1.854820000000000135e+01
-3.625940000000000274e-01 -5.589929999999999621e-01 -6.731949999999999878e-01 -4.104019999999999890e-01 -4.620980000000000087e-01 -3.352080000000000060e-01 0.000000000000000000e+00 1.593409474640627987e-02 5.198300000000000143e-01 0.000000000000000000e+00 nan nan 9.046109541673008625e-01 7.561849136870000404e-03 1.527614689279999972e-02 5.848795030750000151e-03 1.627110000000000056e+01 2.231139999999999901e+01 2.089450000000000074e+01 1.854820000000000135e+01
